caminho,tipo,feature,responsabilidade,camada,importadores_principais,dependencias_pesadas,leitura_dados,escrita_dados,cache_atual,invalidacao_atual,risco_seguranca,risco_desempenho,codigo_duplicado,teste_associado,acao_recomendada,prioridade,estado
supabase/migrations/0022_fix_create_public_booking_insert_order.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0023_create_public_booking_observation.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0024_drop_create_public_booking_8arg_overload.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0025_service_photos_and_package_promotions.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0026_audit_logs_actor_restrict.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0027_pgcrypto_search_path_fallback.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0028_fix_create_manual_booking_insert_order.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0029_mark_payment_paid.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0030_business_public_profile.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0031_reopen_appointment.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0032_create_recurring_series.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0033_cancel_recurring_series_scope.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0034_log_finance_export.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0035_cleanup_expired_booking_drafts.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0036_delete_or_anonymize_client.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0037_create_public_booking_grant_fix.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/migrations/0038_public_business_hours_tenant_check.sql,migration,db-migrations,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
supabase/seed.sql,supabase-config,db-config,,db,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/README.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-00.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-01.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-02.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-03.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-04.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-05.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-06.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-07.md,task-doc,planning,,docs,,,,,no-store,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-08.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-09.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-10.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-11.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-12.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-13.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-14.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-15.md,task-doc,planning,,docs,,,,,no-store,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-16.md,task-doc,planning,,docs,,,,,no-store,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-17.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-18.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-19.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-20.md,task-doc,planning,,docs,,,,,no-store,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-21.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-22.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-23.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-24.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-25.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-26.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-27.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-28.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-29.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-30.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-31.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/epics/EPIC-32.md,task-doc,planning,,docs,,,,,,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tasks/task-index.json,task-doc,planning,,docs,,,,,no-store,,sem sinal automatico,,,,,,revisto (automatizado por padrao de conteudo)
tests/e2e/agenda-calendar-views.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/agenda-calendar-views.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/agenda-free-slots.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/agenda-free-slots.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/appointment-card.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/appointment-card.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/appointment-completion-discount.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/appointment-completion-discount.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/appointment-completion-extras.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/appointment-completion-extras.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/appointment-completion.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/appointment-completion.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/appointment-detail.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/appointment-detail.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/booking-calendar-ics.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/booking-calendar-ics.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/booking-lookup-code.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/booking-lookup-code.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/booking-rules-reset.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/booking-rules-reset.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/booking-token-lookup.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,no-store,,sem sinal automatico,,,tests/e2e/booking-token-lookup.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/cache-security.spec.ts,test-e2e,e2e,,test,,,,,no-store,,sem sinal automatico,,,tests/e2e/cache-security.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/catalog-categories.spec.ts,test-e2e,e2e,,test,,,select/from,,,,sem sinal automatico,,,tests/e2e/catalog-categories.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/catalog-mobile-layout.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/catalog-mobile-layout.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/catalog-packages.spec.ts,test-e2e,e2e,,test,,,select/from,,,,sem sinal automatico,,,tests/e2e/catalog-packages.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/catalog-services.spec.ts,test-e2e,e2e,,test,,,select/from,,,,sem sinal automatico,,,tests/e2e/catalog-services.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/client-detail.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/client-detail.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/client-export.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,no-store,,sem sinal automatico,,,tests/e2e/client-export.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/client-private-notes.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/client-private-notes.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/clients-search.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/clients-search.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/dashboard-shell.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/dashboard-shell.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/dashboard-summary.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/dashboard-summary.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/definicoes-hub.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/definicoes-hub.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/design-system-axe.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/design-system-axe.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/finance-reminders-axe.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/finance-reminders-axe.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/login.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/login.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/manual-booking-client-suggestion.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/manual-booking-client-suggestion.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/navigation-breakpoints-keyboard.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/navigation-breakpoints-keyboard.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/no-show-policy.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/no-show-policy.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/onboarding-business-step.spec.ts,test-e2e,e2e,,test,,,select/from,,,,sem sinal automatico,,,tests/e2e/onboarding-business-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/onboarding-hours-step.spec.ts,test-e2e,e2e,,test,,,select/from,,,,sem sinal automatico,,,tests/e2e/onboarding-hours-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/onboarding-publish-step.spec.ts,test-e2e,e2e,,test,,,select/from,,,,sem sinal automatico,,,tests/e2e/onboarding-publish-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/onboarding-rules-step.spec.ts,test-e2e,e2e,,test,,,select/from,,,,sem sinal automatico,,,tests/e2e/onboarding-rules-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/onboarding-services-step.spec.ts,test-e2e,e2e,,test,,,select/from,,,,sem sinal automatico,,,tests/e2e/onboarding-services-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/onboarding-wizard.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/onboarding-wizard.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/password-recovery.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/password-recovery.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/pentest-client-photo-upload.spec.ts,test-e2e,e2e,,test,,from 'sharp',select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/pentest-client-photo-upload.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/pentest-cross-tenant-write-tamper.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/pentest-cross-tenant-write-tamper.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/protected-routes.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/protected-routes.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/public-booking-confirmation.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/public-booking-confirmation.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/public-booking-draft.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/public-booking-draft.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/public-booking-race.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/public-booking-race.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/public-booking-step-guards.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/public-booking-step-guards.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/public-business-page.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/public-business-page.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/public-cart-bar.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/public-cart-bar.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/public-pre-registration.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/public-pre-registration.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/public-service-package-selector.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/public-service-package-selector.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/pwa-install-card.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/pwa-install-card.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/reminder-template-settings.spec.ts,test-e2e,e2e,,test,,,select/from,,,,sem sinal automatico,,,tests/e2e/reminder-template-settings.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/reminders-list.spec.ts,test-e2e,e2e,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/reminders-list.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/security-headers.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/security-headers.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/settings-contextual-help.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/settings-contextual-help.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/settings-destructive-confirm.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/settings-destructive-confirm.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/smoke.spec.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/smoke.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/support/onboarding.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/onboarding-business-step.spec.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/support/provisioned-user.ts,test-e2e,e2e,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/e2e/support/provisioned-user.ts,,,revisto (automatizado por padrao de conteudo)
tests/e2e/support/public-booking-flow.ts,test-e2e,e2e,,test,,,,,,,sem sinal automatico,,,tests/e2e/support/public-booking-flow.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/appointment-overlap.test.ts,test-integration,integration-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/appointment-overlap.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/audit-log-immutability.test.ts,test-integration,integration-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/audit-log-immutability.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/availability-blocks-impact.test.ts,test-integration,integration-tests,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/integration/availability-blocks-impact.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/business-hours-exceptions-impact.test.ts,test-integration,integration-tests,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/integration/business-hours-exceptions-impact.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/business-hours-exceptions.test.ts,test-integration,integration-tests,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/integration/business-hours-exceptions.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/cancel-recurring-series.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/cancel-recurring-series.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/cancel-reschedule-appointment.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/cancel-reschedule-appointment.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/catalog-rls.test.ts,test-integration,integration-tests,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/integration/catalog-rls.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/cleanup-expired-booking-drafts.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/cleanup-expired-booking-drafts.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/client-photos-storage-rls.test.ts,test-integration,integration-tests,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/integration/client-photos-storage-rls.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/complete-appointment-discount.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/complete-appointment-discount.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/complete-appointment-extras.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/complete-appointment-extras.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/complete-appointment.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/complete-appointment.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/create-manual-booking.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/create-manual-booking.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/create-public-booking-grant.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/create-public-booking-grant.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/create-public-booking.test.ts,test-integration,integration-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/create-public-booking.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/create-recurring-series.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/create-recurring-series.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/delete-or-anonymize-client.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/delete-or-anonymize-client.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/log-finance-export.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/log-finance-export.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/mark-appointment-no-show.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/mark-appointment-no-show.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/mark-payment-paid.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/mark-payment-paid.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/packages-rls.test.ts,test-integration,integration-tests,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/integration/packages-rls.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/provision-tenant-owner.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/provision-tenant-owner.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/public-availability.test.ts,test-integration,integration-tests,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/integration/public-availability.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/public-business-hours-grant.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/public-business-hours-grant.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/public-profile-owner-preview.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/public-profile-owner-preview.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/publish-business.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/publish-business.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/rate-limit.test.ts,test-integration,integration-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/rate-limit.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/reminder-engagement.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/reminder-engagement.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/reminder-lifecycle.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/reminder-lifecycle.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/reopen-appointment.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/reopen-appointment.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/resolve-booking-lookup-code.test.ts,test-integration,integration-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/resolve-booking-lookup-code.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/rls-tenant-isolation.test.ts,test-integration,integration-tests,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/integration/rls-tenant-isolation.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/schema-invariants.test.ts,test-integration,integration-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/schema-invariants.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/services-rls.test.ts,test-integration,integration-tests,,test,,,select/from,mutacao-supabase,,,sem sinal automatico,,,tests/integration/services-rls.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/integration/update-client-private-notes.test.ts,test-integration,integration-tests,,test,,,rpc,mutacao-supabase,,,sem sinal automatico,,,tests/integration/update-client-private-notes.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/appointment-card.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/appointment-card.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/appointment-detail.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/appointment-detail.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/appointment-wizard.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/appointment-wizard.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/availability-blocks.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/availability-blocks.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/availability.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/public-availability.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/booking-draft-crypto.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/booking-draft-crypto.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/booking-lookup-code.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/integration/resolve-booking-lookup-code.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/booking-selection.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/booking-selection.test.ts,,,revisto (automatizado por padrao de conteudo)
tests/unit/bundle-budget.test.ts,test-unit,unit-tests,,test,,,,,,,sem sinal automatico,,,tests/unit/bundle-budget.test.ts,,,revisto (automatizado por padrao de conteudo)
